Hector Fadel V                          Studio 8, 69 Pontamman Road, Aintree, England, L10 3TF                                              Happy Birthday, Hector Fadel V
Randal Upton                            Flat 1, 4 High Path Road, Manchester, England, M60 5NU                                              Happy Birthday, Randal Upton
Kristin Raynor                          22 Scorries Retail Park, Erpingham, England, NR11 1FU                                               Happy Birthday, Kristin Raynor
Kurt Pfannerstill                       6 Cricket Green, Eckington, England, S21 5GU                                                        Happy Birthday, Kurt Pfannerstill
Russell Vandervort                      6 The Bank, Westminster, England, W1F 6JR                                                           Happy Birthday, Russell Vandervort
Felicia Pouros                          8 Earlsworth Road, Wandsworth, England, SW12 4LS                                                    Happy Birthday, Felicia Pouros
Jasmine Kulas                           78 Black County Route, Winsford, England, CW7 0ZJ                                                   Happy Birthday, Jasmine Kulas
Teresa Ratke                            Studio 70, 90 Hempstead Exchange Centre, South Tyneside, England, NE36 3PF                          Happy Birthday, Teresa Ratke
Julian Cole                             5 Lucas Green, Dalton-in-Furness, England, LA13 9QW                                                 Happy Birthday, Julian Cole
Bessie Mayer I                          4 Clipstone Street, Winchester, England, SO22 2WB                                                   Happy Birthday, Bessie Mayer I
Bobby Jaskolski                         1 Orwell Quay, Dursley, England, GL11 9WL                                                           Happy Birthday, Bobby Jaskolski
Jackie Johns                            Flat 5, 8 Nelson Terrace, Blyth, England, NE24 9JT                                                  Happy Birthday, Jackie Johns
Muriel Lockman                          63 Green Mews, Inverleith, New Town and Fountainbridge, Scotland, EH3 3EL                           Happy Birthday, Muriel Lockman
Daisy Farrell                           653 Surrey Docks, Birmingham, England, B13 2PF                                                      Happy Birthday, Daisy Farrell
Jessie Fritsch                          Flat 1, 5 Footbridge, Canvey Island, England, SS8 5DZ                                               Happy Birthday, Jessie Fritsch
Flora Stark                             Studio 166, 64 Keeling Street, Dalton-in-Furness, England, LA13 1SS                                 Happy Birthday, Flora Stark
Francis Connelly                        4 Cheveley Park Centre, Brampton, England, CA8 1PP                                                  Happy Birthday, Francis Connelly
Rita Dietrich                           31 Forum Drive, Wingham, England, CT3 7YS                                                           Happy Birthday, Rita Dietrich
Bennie Legros                           77 Wheathamstead Place, Dudley, England, DY5 8WB                                                    Happy Birthday, Bennie Legros
Geoffrey Reilly                         9 Option A, Gretna, Scotland, DG16 5YL                                                              Happy Birthday, Geoffrey Reilly
Gerald Breitenberg                      Studio 98, 12 Woodberry Grove, Sudbury, England, CO10 2BL                                           Happy Birthday, Gerald Breitenberg
Ms. Wilbert Crona                       Flat 7, 3 Genesis Business Park, North East Lincolnshire, England, DN31 1UR                         Happy Birthday, Ms. Wilbert Crona
Pat Senger                              2 Greenborough Road, Birmingham, England, B6 7EL                                                    Happy Birthday, Pat Senger
Caroline Koepp                          Flat 79, 76 Blenheim Place, East Renfrewshire, Scotland, G78 0NJ                                    Happy Birthday, Caroline Koepp
Jerome Lueilwitz                        97 Shackewell Lane, Stoke-on-Trent, England, ST6 5PX                                                Happy Birthday, Jerome Lueilwitz
Wade Kessler                            9 West End Mill, Queensbury, England, BD13 7YX                                                      Happy Birthday, Wade Kessler
Lois Stroman                            40 Newhams Road, Whiteabbey, Northern Ireland, BT37 4ZN                                             Happy Birthday, Lois Stroman
Tara Crooks                             19 Siemens Way, Golspie, Scotland, KW10 2DW                                                         Happy Birthday, Tara Crooks
Russell Nolan                           42 Owlcoats Road, Ipswich, England, IP2 3QX                                                         Happy Birthday, Russell Nolan
Jeanne Jerde                            Studio 6, 32 Boucher Centre, Gullane, Scotland, EH31 9DE                                            Happy Birthday, Jeanne Jerde
Jean Grimes I                           Flat 3, 34 York Street, Denham Green, England, UB9 1BS                                              Happy Birthday, Jean Grimes I
Marcos Stamm                            2 St Wilfrids Hospital, Mauchline, Scotland, KA5 4XG                                                Happy Birthday, Marcos Stamm
Karen Zulauf                            Flat 1, 541 Albans Lane, Shefford, England, SG17 5GJ                                                Happy Birthday, Karen Zulauf
Hope Langosh                            7 Tettersall Street, Axminster, England, EX13 4UA                                                   Happy Birthday, Hope Langosh
